"prfInformationCarrier";"prfYear";"prfPrdOilNetMillSm3";"prfPrdGasNetBillSm3";"prfPrdNGLNetMillSm3";"prfPrdCondensateNetMillSm3";"prfPrdOeNetMillSm3";"prfPrdProducedWaterInFieldMillSm3";"prfNpdidInformationCarrier"
"16/1-12 Troldhaugen";"2021";"0.047";"0.000";"0.000";"0.000";"0.047";"0.035";"17196400"
"16/1-12 Troldhaugen";"2022";"0.096";"0.000";"0.000";"0.000";"0.096";"0.162";"17196400"
"16/1-12 Troldhaugen";"2023";"0.044";"0.001";"0.000";"0.000";"0.045";"0.089";"17196400"
"33/9-6 DELTA";"2009";"0.010";"0.000";"0.000";"0.000";"0.010";"0.011";"44576"
"33/9-6 DELTA";"2010";"0.021";"0.000";"0.000";"0.000";"0.021";"0.038";"44576"
"33/9-6 DELTA";"2011";"0.019";"0.000";"0.000";"0.000";"0.019";"0.007";"44576"
"33/9-6 DELTA";"2012";"0.013";"0.000";"0.000";"0.000";"0.013";"0.004";"44576"
"33/9-6 DELTA";"2013";"0.004";"0.000";"0.000";"0.000";"0.004";"0.001";"44576"
"33/9-6 DELTA";"2014";"0.001";"0.000";"0.000";"0.000";"0.001";"0.000";"44576"
"7220/11-1 (Alta)";"2018";"0.106";"0.000";"0.000";"0.000";"0.106";"0.003";"25288497"
"ALBUSKJELL";"1979";"0.531";"0.652";"0.060";"0.000";"1.243";"0.000";"43437"
"ALBUSKJELL";"1980";"1.442";"1.779";"0.208";"0.000";"3.428";"0.000";"43437"
"ALBUSKJELL";"1981";"1.426";"2.249";"0.268";"0.000";"3.943";"0.000";"43437"
"ALBUSKJELL";"1982";"0.953";"1.998";"0.251";"0.000";"3.202";"0.000";"43437"
"ALBUSKJELL";"1983";"0.697";"1.655";"0.253";"0.000";"2.605";"0.000";"43437"
"ALBUSKJELL";"1984";"0.462";"1.183";"0.169";"0.000";"1.814";"0.000";"43437"
"ALBUSKJELL";"1985";"0.357";"1.026";"0.157";"0.000";"1.540";"0.000";"43437"
"ALBUSKJELL";"1986";"0.285";"0.946";"0.129";"0.000";"1.360";"0.000";"43437"
"ALBUSKJELL";"1987";"0.216";"0.778";"0.106";"0.000";"1.100";"0.000";"43437"
"ALBUSKJELL";"1988";"0.176";"0.613";"0.096";"0.000";"0.884";"0.000";"43437"
"ALBUSKJELL";"1989";"0.142";"0.456";"0.067";"0.000";"0.665";"0.000";"43437"
"ALBUSKJELL";"1990";"0.109";"0.339";"0.046";"0.000";"0.493";"0.000";"43437"
"ALBUSKJELL";"1991";"0.091";"0.271";"0.031";"0.000";"0.393";"0.000";"43437"
"ALBUSKJELL";"1992";"0.087";"0.266";"0.027";"0.000";"0.380";"0.000";"43437"
"ALBUSKJELL";"1993";"0.096";"0.309";"0.033";"0.000";"0.437";"0.000";"43437"
"ALBUSKJELL";"1994";"0.081";"0.264";"0.028";"0.000";"0.373";"0.000";"43437"
"ALBUSKJELL";"1995";"0.074";"0.236";"0.024";"0.000";"0.335";"0.000";"43437"
"ALBUSKJELL";"1996";"0.054";"0.218";"0.021";"0.000";"0.293";"0.000";"43437"
"ALBUSKJELL";"1997";"0.046";"0.192";"0.020";"0.000";"0.258";"0.000";"43437"
"ALBUSKJELL";"1998";"0.030";"0.106";"0.012";"0.000";"0.147";"0.000";"43437"
"ALVE";"2009";"0.259";"0.900";"0.313";"0.000";"1.472";"0.003";"4444332"
"ALVE";"2010";"0.244";"0.839";"0.289";"0.000";"1.372";"0.000";"4444332"
"ALVE";"2011";"0.318";"0.747";"0.270";"0.000";"1.335";"0.002";"4444332"
"ALVE";"2012";"0.243";"0.505";"0.187";"0.000";"0.935";"0.000";"4444332"
"ALVE";"2013";"0.136";"0.318";"0.115";"0.000";"0.569";"0.002";"4444332"
"ALVE";"2014";"0.185";"0.539";"0.184";"0.000";"0.908";"0.005";"4444332"
"ALVE";"2015";"0.152";"0.459";"0.159";"0.000";"0.770";"0.001";"4444332"
"ALVE";"2016";"0.146";"0.446";"0.155";"0.000";"0.747";"0.001";"4444332"
"ALVE";"2017";"0.176";"0.756";"0.247";"0.000";"1.179";"0.013";"4444332"
"ALVE";"2018";"0.137";"0.630";"0.222";"0.000";"0.988";"0.024";"4444332"
"ALVE";"2019";"0.117";"0.573";"0.197";"0.000";"0.887";"0.013";"4444332"
"ALVE";"2020";"0.046";"0.408";"0.135";"0.000";"0.589";"0.008";"4444332"
"ALVE";"2021";"0.046";"0.435";"0.126";"0.000";"0.608";"0.009";"4444332"
"ALVE";"2022";"0.062";"0.526";"0.107";"0.000";"0.694";"0.012";"4444332"
"ALVE";"2023";"0.068";"0.472";"0.095";"0.000";"0.635";"0.009";"4444332"
"ALVHEIM";"2008";"2.269";"0.126";"0.000";"0.000";"2.394";"0.001";"2845712"
"ALVHEIM";"2009";"4.986";"0.436";"0.000";"0.000";"5.422";"0.377";"2845712"
"ALVHEIM";"2010";"4.599";"0.442";"0.000";"0.000";"5.041";"0.340";"2845712"
"ALVHEIM";"2011";"3.863";"0.461";"0.000";"0.000";"4.323";"0.935";"2845712"
"ALVHEIM";"2012";"4.024";"0.626";"0.000";"0.000";"4.650";"2.111";"2845712"
"ALVHEIM";"2013";"3.492";"0.605";"0.000";"0.000";"4.096";"2.772";"2845712"
"ALVHEIM";"2014";"3.160";"0.573";"0.000";"0.000";"3.733";"3.860";"2845712"
"ALVHEIM";"2015";"2.570";"0.393";"0.000";"0.000";"2.963";"4.660";"2845712"
"ALVHEIM";"2016";"3.321";"0.500";"0.000";"0.000";"3.821";"4.440";"2845712"
"ALVHEIM";"2017";"4.198";"0.571";"0.000";"0.000";"4.770";"5.507";"2845712"
"ALVHEIM";"2018";"3.131";"0.509";"0.000";"0.000";"3.640";"5.580";"2845712"
"ALVHEIM";"2019";"2.868";"0.617";"0.000";"0.000";"3.485";"5.713";"2845712"
"ALVHEIM";"2020";"2.395";"0.593";"0.000";"0.000";"2.988";"6.208";"2845712"
"ALVHEIM";"2021";"2.444";"0.584";"0.000";"0.000";"3.028";"6.011";"2845712"
"ALVHEIM";"2022";"2.219";"0.665";"0.000";"0.000";"2.884";"5.891";"2845712"
"ALVHEIM";"2023";"1.245";"0.448";"0.000";"0.000";"1.694";"4.270";"2845712"
"ATLA";"2012";"0.038";"0.046";"0.000";"0.000";"0.085";"0.000";"21106284"
"ATLA";"2013";"0.072";"0.075";"0.000";"0.000";"0.147";"0.000";"21106284"
"ATLA";"2014";"0.034";"0.234";"0.000";"0.000";"0.267";"0.000";"21106284"
"ATLA";"2015";"0.027";"0.315";"0.000";"0.000";"0.342";"0.000";"21106284"
"ATLA";"2016";"0.022";"0.465";"0.000";"0.000";"0.488";"0.004";"21106284"
"ATLA";"2017";"0.035";"0.069";"0.000";"0.000";"0.104";"0.000";"21106284"
"ATLA";"2018";"0.023";"0.029";"0.000";"0.000";"0.052";"0.001";"21106284"
"ATLA";"2019";"0.012";"0.077";"0.000";"0.000";"0.089";"0.001";"21106284"
"ATLA";"2020";"0.000";"0.069";"0.000";"0.000";"0.069";"0.000";"21106284"
"ATLA";"2021";"0.008";"0.054";"0.000";"0.000";"0.062";"0.001";"21106284"
"ATLA";"2022";"0.004";"0.022";"0.000";"0.000";"0.026";"0.001";"21106284"
"ATLA";"2023";"0.005";"0.026";"0.000";"0.000";"0.031";"0.000";"21106284"
"BALDER";"1991";"0.129";"0.000";"0.000";"0.000";"0.129";"0.000";"43562"
"BALDER";"1999";"0.881";"0.000";"0.000";"0.000";"0.881";"0.006";"43562"
"BALDER";"2000";"4.018";"0.000";"0.000";"0.000";"4.018";"1.212";"43562"
"BALDER";"2001";"3.888";"0.000";"0.000";"0.000";"3.888";"1.579";"43562"
"BALDER";"2002";"3.436";"0.000";"0.000";"0.000";"3.436";"2.371";"43562"
"BALDER";"2003";"3.949";"0.032";"0.000";"0.000";"3.981";"2.163";"43562"
"BALDER";"2004";"6.046";"0.194";"0.000";"0.000";"6.240";"2.627";"43562"
"BALDER";"2005";"6.984";"0.254";"0.000";"0.000";"7.239";"2.792";"43562"
"BALDER";"2006";"6.352";"0.215";"0.000";"0.000";"6.567";"3.113";"43562"
"BALDER";"2007";"5.624";"0.189";"0.000";"0.000";"5.813";"3.437";"43562"
"BALDER";"2008";"4.409";"0.140";"0.000";"0.000";"4.549";"3.967";"43562"
"BALDER";"2009";"3.313";"0.108";"0.000";"0.000";"3.421";"4.617";"43562"
"BALDER";"2010";"2.726";"0.091";"0.000";"0.000";"2.818";"5.213";"43562"
"BALDER";"2011";"2.270";"0.061";"0.000";"0.000";"2.332";"5.261";"43562"
"BALDER";"2012";"1.857";"0.046";"0.000";"0.000";"1.903";"4.738";"43562"
"BALDER";"2013";"1.925";"0.062";"0.000";"0.000";"1.987";"4.686";"43562"
"BALDER";"2014";"2.488";"0.070";"0.000";"0.000";"2.557";"4.331";"43562"
"BALDER";"2015";"2.556";"0.091";"0.000";"0.000";"2.647";"4.437";"43562"
"BALDER";"2016";"2.671";"0.093";"0.000";"0.000";"2.764";"5.034";"43562"
"BALDER";"2017";"2.119";"0.061";"0.000";"0.000";"2.180";"5.840";"43562"
"BALDER";"2018";"1.619";"0.045";"0.000";"0.000";"1.663";"5.059";"43562"
"BALDER";"2019";"1.383";"0.032";"0.000";"0.000";"1.415";"5.227";"43562"
"BALDER";"2020";"1.059";"0.004";"0.000";"0.000";"1.063";"4.235";"43562"
"BALDER";"2021";"1.171";"0.000";"0.000";"0.000";"1.171";"4.843";"43562"
"BALDER";"2022";"0.991";"0.000";"0.000";"0.000";"0.991";"3.821";"43562"
"BALDER";"2023";"0.947";"0.000";"0.000";"0.000";"0.947";"4.089";"43562"
"BAUGE";"2023";"0.191";"0.049";"0.026";"0.000";"0.266";"0.003";"29446221"
"BLANE";"2007";"0.049";"0.000";"0.002";"0.000";"0.051";"0.000";"3437650"
"BLANE";"2008";"0.139";"0.000";"0.006";"0.000";"0.145";"0.000";"3437650"
"BLANE";"2009";"0.116";"0.000";"0.005";"0.000";"0.120";"0.000";"3437650"
"BLANE";"2010";"0.094";"0.000";"0.003";"0.000";"0.097";"0.000";"3437650"
"BLANE";"2011";"0.101";"0.000";"0.004";"0.000";"0.104";"0.003";"3437650"
"BLANE";"2012";"0.054";"0.000";"0.002";"0.000";"0.056";"0.008";"3437650"
"BLANE";"2013";"0.045";"0.000";"0.002";"0.000";"0.047";"0.023";"3437650"
"BLANE";"2014";"0.041";"0.000";"0.002";"0.000";"0.043";"0.023";"3437650"
"BLANE";"2015";"0.028";"0.000";"0.001";"0.000";"0.029";"0.022";"3437650"
"BLANE";"2016";"0.029";"0.000";"0.001";"0.000";"0.030";"0.027";"3437650"
"BLANE";"2017";"0.020";"0.000";"0.001";"0.000";"0.021";"0.022";"3437650"
"BLANE";"2018";"0.019";"0.000";"0.001";"0.000";"0.019";"0.024";"3437650"
"BLANE";"2019";"0.014";"0.000";"0.001";"0.000";"0.015";"0.021";"3437650"
"BLANE";"2020";"0.015";"0.000";"0.001";"0.000";"0.015";"0.023";"3437650"
"BLANE";"2021";"0.007";"0.000";"0.000";"0.000";"0.007";"0.013";"3437650"
"BLANE";"2022";"0.004";"0.000";"0.000";"0.000";"0.004";"0.008";"3437650"
"BLANE";"2023";"0.004";"0.000";"0.000";"0.000";"0.004";"0.009";"3437650"
"BRAGE";"1993";"1.044";"0.025";"0.031";"0.000";"1.100";"0.000";"43651"
"BRAGE";"1994";"5.352";"0.192";"0.174";"0.000";"5.718";"0.000";"43651"
"BRAGE";"1995";"6.252";"0.223";"0.152";"0.000";"6.627";"0.000";"43651"
"BRAGE";"1996";"6.398";"0.341";"0.209";"0.000";"6.947";"0.000";"43651"
"BRAGE";"1997";"5.869";"0.230";"0.146";"0.000";"6.245";"0.000";"43651"
"BRAGE";"1998";"5.541";"0.281";"0.195";"0.000";"6.017";"0.000";"43651"
"BRAGE";"1999";"3.798";"0.158";"0.111";"0.000";"4.067";"0.000";"43651"
"BRAGE";"2000";"2.633";"0.149";"0.115";"0.000";"2.897";"5.023";"43651"
"BRAGE";"2001";"2.229";"0.167";"0.158";"0.000";"2.554";"6.186";"43651"
"BRAGE";"2002";"2.143";"0.115";"0.109";"0.000";"2.366";"5.733";"43651"
"BRAGE";"2003";"1.878";"0.098";"0.081";"0.000";"2.058";"6.974";"43651"
"BRAGE";"2004";"1.581";"0.089";"0.068";"0.000";"1.738";"8.402";"43651"
"BRAGE";"2005";"1.481";"0.124";"0.086";"0.000";"1.691";"8.796";"43651"
"BRAGE";"2006";"1.113";"0.133";"0.084";"0.000";"1.330";"8.941";"43651"
"BRAGE";"2007";"1.195";"0.174";"0.107";"0.000";"1.476";"8.835";"43651"
"BRAGE";"2008";"1.597";"0.259";"0.170";"0.000";"2.026";"8.158";"43651"
"BRAGE";"2009";"1.676";"0.130";"0.096";"0.000";"1.902";"7.401";"43651"
"BRAGE";"2010";"1.546";"0.126";"0.087";"0.000";"1.759";"7.951";"43651"
"BRAGE";"2011";"1.133";"0.130";"0.088";"0.000";"1.350";"8.295";"43651"
"BRAGE";"2012";"0.788";"0.111";"0.073";"0.000";"0.972";"8.466";"43651"
"BRAGE";"2013";"0.594";"0.069";"0.043";"0.000";"0.706";"9.174";"43651"
"BRAGE";"2014";"0.520";"0.114";"0.069";"0.000";"0.703";"11.797";"43651"
"BRAGE";"2015";"0.659";"0.161";"0.092";"0.000";"0.912";"13.330";"43651"
"BRAGE";"2016";"0.717";"0.140";"0.081";"0.000";"0.937";"11.478";"43651"
"BRAGE";"2017";"0.510";"0.000";"0.000";"0.000";"0.510";"10.964";"43651"
"BRAGE";"2018";"0.475";"0.047";"0.026";"0.000";"0.548";"13.604";"43651"
"BRAGE";"2019";"0.518";"0.068";"0.039";"0.000";"0.625";"16.560";"43651"
"BRAGE";"2020";"0.453";"0.131";"0.067";"0.000";"0.651";"12.349";"43651"
"BRAGE";"2021";"0.379";"0.081";"0.039";"0.000";"0.500";"14.561";"43651"
"BRAGE";"2022";"0.349";"0.048";"0.016";"0.000";"0.414";"14.259";"43651"
"BRAGE";"2023";"0.401";"0.105";"0.029";"0.000";"0.535";"11.029";"43651"
"BREIDABLIKK";"2023";"-0.005";"0.000";"0.000";"0.000";"-0.005";"0.000";"38702206"
"BRYNHILD";"2014";"0.008";"0.000";"0.000";"0.000";"0.008";"0.000";"21123063"
"BRYNHILD";"2015";"0.255";"0.000";"0.000";"0.000";"0.255";"0.062";"21123063"
"BRYNHILD";"2016";"0.160";"0.000";"0.000";"0.000";"0.160";"0.055";"21123063"
"BRYNHILD";"2017";"0.069";"0.000";"0.000";"0.000";"0.069";"0.040";"21123063"
"BRYNHILD";"2018";"-0.001";"0.000";"0.000";"0.000";"-0.001";"0.001";"21123063"
"BYRDING";"2017";"0.131";"0.000";"0.000";"0.000";"0.131";"0.002";"28975067"
"BYRDING";"2018";"0.209";"0.000";"0.000";"0.000";"0.209";"0.063";"28975067"
"BYRDING";"2019";"0.181";"0.000";"0.000";"0.000";"0.181";"0.170";"28975067"
"BYRDING";"2020";"0.134";"0.000";"0.000";"0.000";"0.134";"0.188";"28975067"
"BYRDING";"2021";"0.112";"0.000";"0.000";"0.000";"0.112";"0.198";"28975067"
"BYRDING";"2022";"0.053";"0.000";"0.000";"0.000";"0.053";"0.114";"28975067"
"BYRDING";"2023";"0.010";"0.000";"0.000";"0.000";"0.010";"0.000";"28975067"
"BØYLA";"2015";"0.761";"0.071";"0.000";"0.000";"0.833";"0.031";"22492497"
"BØYLA";"2016";"0.625";"0.058";"0.000";"0.000";"0.682";"0.147";"22492497"
"BØYLA";"2017";"0.366";"0.039";"0.000";"0.000";"0.405";"0.248";"22492497"
"BØYLA";"2018";"0.235";"0.029";"0.000";"0.000";"0.265";"0.345";"22492497"
"BØYLA";"2019";"0.334";"0.027";"0.000";"0.000";"0.360";"0.213";"22492497"
"BØYLA";"2020";"0.581";"0.034";"0.000";"0.000";"0.615";"0.171";"22492497"
"BØYLA";"2021";"0.151";"0.012";"0.000";"0.000";"0.163";"0.275";"22492497"
"BØYLA";"2022";"0.132";"0.018";"0.000";"0.000";"0.150";"0.216";"22492497"
"BØYLA";"2023";"0.337";"0.020";"0.000";"0.000";"0.356";"0.149";"22492497"
"COD";"1977";"0.002";"0.004";"0.000";"0.000";"0.006";"0.000";"43785"
"COD";"1978";"0.068";"0.138";"0.000";"0.000";"0.205";"0.000";"43785"
"COD";"1979";"0.285";"0.482";"0.035";"0.000";"0.802";"0.000";"43785"
"COD";"1980";"0.465";"0.843";"0.107";"0.000";"1.415";"0.000";"43785"
"COD";"1981";"0.342";"0.691";"0.089";"0.000";"1.122";"0.000";"43785"
"COD";"1982";"0.322";"0.758";"0.105";"0.000";"1.185";"0.000";"43785"
"COD";"1983";"0.283";"0.730";"0.125";"0.000";"1.139";"0.000";"43785"
"COD";"1984";"0.191";"0.529";"0.087";"0.000";"0.807";"0.000";"43785"
"COD";"1985";"0.153";"0.455";"0.083";"0.000";"0.691";"0.000";"43785"
"COD";"1986";"0.126";"0.405";"0.068";"0.000";"0.599";"0.000";"43785"
"COD";"1987";"0.081";"0.281";"0.049";"0.000";"0.411";"0.000";"43785"
"COD";"1988";"0.100";"0.354";"0.068";"0.000";"0.521";"0.000";"43785"
"COD";"1989";"0.071";"0.255";"0.046";"0.000";"0.372";"0.000";"43785"
"COD";"1990";"0.057";"0.194";"0.035";"0.000";"0.287";"0.000";"43785"
"COD";"1991";"0.051";"0.173";"0.025";"0.000";"0.250";"0.000";"43785"
"COD";"1992";"0.049";"0.171";"0.023";"0.000";"0.243";"0.000";"43785"
"COD";"1993";"0.046";"0.157";"0.021";"0.000";"0.224";"0.000";"43785"
"COD";"1994";"0.046";"0.155";"0.021";"0.000";"0.223";"0.000";"43785"
"COD";"1995";"0.047";"0.164";"0.022";"0.000";"0.233";"0.000";"43785"
"COD";"1996";"0.042";"0.148";"0.019";"0.000";"0.209";"0.000";"43785"
